regime,obj_id,alt_km,B,delta,rho,v_ms,v_rel_ms,T_s,extra_dv_sim,extra_dv_pred,Pi_benefit
low,pop1862,500.0,3.0,1.0,6.702893065196482e-14,7612.608560598105,7681.267576120229,86400.0,0.06005347187369706,0.05694958595809274,1.0545023438429977
low,pop0081,450.0,5.0,0.5,1.771321797228167e-13,7640.42992691429,7636.673579053872,86400.0,0.045122478309487596,0.04462617548492521,1.0111213389713407
low,pop0185,550.0,30.0,2.0,2.871593255478748e-14,7585.0889183470845,7566.194233306621,86400.0,0.005659145717273999,0.004734459265598037,1.1953098336688632
low,pop0537,500.0,3.0,1.0,6.702893065196482e-14,7612.608560598105,7582.0201450712375,86400.0,0.05749693529272049,0.05548743521885105,1.0362154074331182
low,pop1983,800.0,20.0,2.0,2.074925781754894e-15,7451.831696831401,6987.483312526173,86400.0,0.00043896417624885814,0.0004376509557714872,1.0030006114691465
low,pop0863,350.0,3.0,1.0,1.7178436628102385e-12,7697.000192297669,7397.660692950834,86400.0,1.4513881213604494,1.3537390123015858,1.0721328913265515
low,pop1873,600.0,50.0,2.0,1.3926418676027282e-14,7557.865585610068,7643.566767403485,86400.0,0.0014177913783422426,0.001405967600000011,1.0084097089735435
low,pop1641,700.0,20.0,5.0,4.540075427576922e-15,7504.286861489279,7492.976307162483,86400.0,0.0028279068694413195,0.0027529323697200736,1.0272344139456173
low,pop0882,400.0,3.0,5.0,5.241092094789352e-13,7668.558571385414,7739.62958680659,86400.0,2.6880591747446565,2.2604486190809614,1.1891706593346723
low,pop1639,550.0,3.0,0.5,2.871593255478748e-14,7585.0889183470845,7638.018640718195,86400.0,0.012167123956418786,0.012061931254903306,1.0087210496638106
low,pop1144,600.0,20.0,5.0,1.3926418676027282e-14,7557.865585610068,7634.236091668019,86400.0,0.008766798534214935,0.008765856886825713,1.000107422172342
low,pop0099,600.0,120.0,5.0,1.3926418676027282e-14,7557.865585610068,7239.670884685355,86400.0,0.001381438751443415,0.0013138615395050636,1.051434043775882
low,pop0810,550.0,30.0,1.0,2.871593255478748e-14,7585.0889183470845,7650.643453036475,86400.0,0.0024246371580867363,0.002420367664813953,1.0017639854204181
low,pop1079,550.0,3.0,1.0,2.871593255478748e-14,7585.0889183470845,7274.147449404813,86400.0,0.021984192471942138,0.021880115838928755,1.0047566765084586
low,pop0033,500.0,200.0,2.0,6.702893065196482e-14,7612.608560598105,7295.961075682391,86400.0,0.0016478795191565935,0.00154138473768444,1.0690903308359834
low,pop1672,550.0,5.0,5.0,2.871593255478748e-14,7585.0889183470845,7643.240928837286,86400.0,0.07854841765010286,0.07247058558229649,1.083866192317495
low,pop1977,500.0,200.0,1.0,6.702893065196482e-14,7612.608560598105,7390.044439338349,86400.0,0.0008027186386174659,0.0007906970928870231,1.0152037307820991
low,pop1683,550.0,120.0,5.0,2.871593255478748e-14,7585.0889183470845,7648.272902066864,86400.0,0.003121299332882549,0.003023584994895453,1.0323173776004515
low,pop0134,350.0,20.0,2.0,1.7178436628102385e-12,7697.000192297669,7384.38321935229,86400.0,0.41178758381108316,0.40466518078589386,1.0176007310818218
low,pop0947,500.0,20.0,1.0,6.702893065196482e-14,7612.608560598105,7391.783984571132,86400.0,0.008027626348166053,0.007910693816476744,1.0147815772424105
low,pop1609,700.0,120.0,0.5,4.540075427576922e-15,7504.286861489279,7577.647650353339,86400.0,4.8452614728918285e-05,4.6925011524990464e-05,1.032554135934826
low,pop1815,600.0,200.0,0.5,1.3926418676027282e-14,7557.865585610068,7643.126619074072,86400.0,9.168557015040398e-05,8.786285510944997e-05,1.043507748936591
low,pop1617,500.0,50.0,0.5,6.702893065196482e-14,7612.608560598105,7174.1861063169945,86400.0,0.001498631847248218,0.0014903604423962785,1.005549935852189
low,pop1251,800.0,5.0,0.5,2.074925781754894e-15,7451.831696831401,7438.2342509952,86400.0,0.0004964195081778495,0.0004959364359141756,1.0009740608446795
low,pop1214,600.0,20.0,2.0,1.3926418676027282e-14,7557.865585610068,7112.2380682071425,86400.0,0.003111781156590447,0.003043236926208491,1.0225234617100134
low,pop0868,500.0,50.0,1.0,6.702893065196482e-14,7612.608560598105,7655.36556376777,86400.0,0.003521417507596777,0.0033939692394219815,1.03755139165507
low,pop0050,600.0,30.0,0.5,1.3926418676027282e-14,7557.865585610068,7620.273291019223,86400.0,0.0006214177054238091,0.0005822547469354102,1.067260865960348
low,pop1798,550.0,30.0,0.5,2.871593255478748e-14,7585.0889183470845,7362.659699867531,86400.0,0.001138317337600144,0.0011207916248207304,1.0156369055507681
low,pop1595,450.0,3.0,2.0,1.771321797228167e-13,7640.42992691429,7204.961159348044,86400.0,0.28947914542729125,0.26482150087374945,1.0931104327714578
low,pop1627,600.0,80.0,1.0,1.3926418676027282e-14,7557.865585610068,7616.103616318237,86400.0,0.0004456833649962921,0.00043621329216733294,1.0217097300770157
low,pop1206,400.0,50.0,0.5,5.241092094789352e-13,7668.558571385414,7752.437199985439,86400.0,0.013956609108074726,0.013607616198824191,1.025646880699111
low,pop0057,600.0,50.0,0.5,1.3926418676027282e-14,7557.865585610068,7111.291414302868,86400.0,0.0003196666536129078,0.0003042426857601735,1.0506962651023026
low,pop1297,700.0,120.0,5.0,4.540075427576922e-15,7504.286861489279,7592.90039266443,86400.0,0.0004808207220750892,0.00047114108584924385,1.0205450904550122
low,pop1849,600.0,200.0,0.5,1.3926418676027282e-14,7557.865585610068,7248.089217246916,86400.0,7.90271642331243e-05,7.901513088584424e-05,1.0001522916831898
low,pop0491,500.0,200.0,2.0,6.702893065196482e-14,7612.608560598105,7400.630518387303,86400.0,0.0016570808573088593,0.0015859280568182616,1.0448650871549285
low,pop1526,800.0,30.0,2.0,2.074925781754894e-15,7451.831696831401,6989.921853659218,86400.0,0.00029659305817917095,0.0002919709853992782,1.0158305893771327
low,pop0710,700.0,10.0,5.0,4.540075427576922e-15,7504.286861489279,7575.037471711,86400.0,0.005629072006283315,0.005627122768205031,1.0003464004889493
low,pop1135,700.0,3.0,0.5,4.540075427576922e-15,7504.286861489279,7275.274130003449,86400.0,0.0017452406822617789,0.001730191956475051,1.0086977203485485
low,pop1968,550.0,30.0,2.0,2.871593255478748e-14,7585.0889183470845,7555.5896311347915,86400.0,0.004775637555426014,0.004721197149680679,1.0115310596061462
low,pop1527,450.0,20.0,0.5,1.771321797228167e-13,7640.42992691429,7707.671082338006,86400.0,0.012931927852196568,0.011364951035278273,1.137878008629707
low,pop0689,400.0,50.0,2.0,5.241092094789352e-13,7668.558571385414,7447.619460156564,86400.0,0.051567554346965735,0.05023431508493228,1.026540408877464
low,pop0440,700.0,20.0,5.0,4.540075427576922e-15,7504.286861489279,7179.73594122783,86400.0,0.0025438778515642266,0.0025275733489794976,1.0064506545740055
low,pop1132,800.0,80.0,0.5,2.074925781754894e-15,7451.831696831401,7126.889917698816,86400.0,2.8477648960400766e-05,2.8455513855054852e-05,1.0007778845765591
low,pop0618,400.0,50.0,2.0,5.241092094789352e-13,7668.558571385414,7747.665334132863,86400.0,0.055366889305539416,0.05436347813493253,1.018457449836384
low,pop0302,350.0,30.0,5.0,1.7178436628102385e-12,7697.000192297669,7675.2237807591655,86400.0,0.7591742602589486,0.7286151999503719,1.0419412885027077
low,pop1696,800.0,120.0,1.0,2.074925781754894e-15,7451.831696831401,7518.780525603088,86400.0,4.2856366554382466e-05,4.2227938806646044e-05,1.0148818001895352
low,pop1395,700.0,30.0,1.0,4.540075427576922e-15,7504.286861489279,7491.849491925644,86400.0,0.00036711726799270976,0.00036694725923592354,1.0004633056999532
low,pop0359,700.0,20.0,2.0,4.540075427576922e-15,7504.286861489279,7179.9858024324085,86400.0,0.00101733341888817,0.0010110997102590132,1.006165275853516
low,pop0946,600.0,5.0,0.5,1.3926418676027282e-14,7557.865585610068,7317.109283385368,86400.0,0.0032708147195110015,0.0032210856797611916,1.0154385957698264
low,pop0602,600.0,5.0,0.5,1.3926418676027282e-14,7557.865585610068,7645.873617999144,86400.0,0.003518546033715084,0.003517040945631921,1.0004279415868138
low,pop1171,500.0,5.0,1.0,6.702893065196482e-14,7612.608560598105,7166.525592039547,86400.0,0.03300016949054602,0.029743587236521457,1.1094885505278222
low,pop1490,450.0,3.0,2.0,1.771321797228167e-13,7640.42992691429,7206.508517296025,86400.0,0.2714091228410602,0.2649352607253815,1.0244356379666246
low,pop0524,800.0,3.0,2.0,2.074925781754894e-15,7451.831696831401,7520.73666560711,86400.0,0.0034039544547889338,0.0033799931450649826,1.0070891592661768
low,pop0348,550.0,30.0,2.0,2.871593255478748e-14,7585.0889183470845,7133.779256838893,86400.0,0.004209737055232055,0.004208765664069377,1.0002308019120596
low,pop0606,600.0,50.0,2.0,1.3926418676027282e-14,7557.865585610068,7107.672294359485,86400.0,0.0012158024357401707,0.001215732362531998,1.0000576386796405
low,pop0474,500.0,5.0,5.0,6.702893065196482e-14,7612.608560598105,7171.852359254269,86400.0,0.14963489053184106,0.14893909781141446,1.0046716592933014
low,pop0527,500.0,200.0,5.0,6.702893065196482e-14,7612.608560598105,7291.753524444793,86400.0,0.003851095887084749,0.0038490185740747205,1.000539699398704
low,pop0394,600.0,3.0,0.5,1.3926418676027282e-14,7557.865585610068,7338.407809055968,86400.0,0.005682413001537116,0.005399774568625187,1.0523426356637495
low,pop0222,600.0,30.0,5.0,1.3926418676027282e-14,7557.865585610068,7542.404604646338,86400.0,0.00625967052172529,0.005704158646761252,1.0973871712490764
low,pop1980,450.0,5.0,5.0,1.771321797228167e-13,7640.42992691429,7705.01533404911,86400.0,0.4588780594311348,0.4542848235882733,1.0101109163334596
low,pop1151,600.0,20.0,2.0,1.3926418676027282e-14,7557.865585610068,7250.69943187532,86400.0,0.0031887737689411527,0.0031628820681991764,1.0081861100678717
low,pop1512,500.0,50.0,2.0,6.702893065196482e-14,7612.608560598105,7689.396521326614,86400.0,0.006897209095993611,0.0068484224583676935,1.0071237774717459
low,pop1787,350.0,120.0,1.0,1.7178436628102385e-12,7697.000192297669,7675.073046349877,86400.0,0.03785062136950743,0.036429329077633445,1.039015055392459
low,pop0444,500.0,120.0,2.0,6.702893065196482e-14,7612.608560598105,7309.80599826551,86400.0,0.002649407022267593,0.0025787336610377074,1.0274062274432196
low,pop1671,800.0,30.0,2.0,2.074925781754894e-15,7451.831696831401,7428.185354714594,86400.0,0.00033601831432430876,0.0003297315612761006,1.0190662762881346
low,pop0019,400.0,30.0,5.0,5.241092094789352e-13,7668.558571385414,7654.10204875785,86400.0,0.2275997979985199,0.22107660357779466,1.0295064892220935
low,pop1941,600.0,3.0,1.0,1.3926418676027282e-14,7557.865585610068,7322.670670230167,86400.0,0.010899215895266566,0.010753279762161396,1.0135713137138578
low,pop1795,400.0,3.0,5.0,5.241092094789352e-13,7668.558571385414,7361.324945667796,86400.0,2.16404055805799,2.0448726451710284,1.0582764472733188
low,pop1449,500.0,30.0,0.5,6.702893065196482e-14,7612.608560598105,7584.762846397307,86400.0,0.002810745260162679,0.002776379312819757,1.0123779727014388
low,pop1041,400.0,20.0,5.0,5.241092094789352e-13,7668.558571385414,7439.706174123799,86400.0,0.3183434966223542,0.3132976331876508,1.0161056544965381
low,pop0282,350.0,30.0,1.0,1.7178436628102385e-12,7697.000192297669,7262.5219870907895,86400.0,0.13662017064371368,0.1304731205554842,1.0471135361985568
low,pop1550,550.0,200.0,2.0,2.871593255478748e-14,7585.0889183470845,7362.446638758066,86400.0,0.0006736886800517138,0.0006724360552093397,1.001862816297059
low,pop1307,600.0,5.0,0.5,1.3926418676027282e-14,7557.865585610068,7642.040711580126,86400.0,0.0035850711611372025,0.003513515616656096,1.0203657966231576
low,pop0683,350.0,200.0,5.0,1.7178436628102385e-12,7697.000192297669,7662.892039630513,86400.0,0.10926034484521872,0.10894136347989228,1.0029280096662763
low,pop1834,700.0,3.0,1.0,4.540075427576922e-15,7504.286861489279,7589.765955015818,86400.0,0.003766027981009464,0.0037660174487297686,1.0000027966624794
low,pop0311,700.0,50.0,0.5,4.540075427576922e-15,7504.286861489279,7579.197266774304,86400.0,0.00011311903692806251,0.00011266609358875875,1.0040202276024324
low,pop1927,350.0,10.0,2.0,1.7178436628102385e-12,7697.000192297669,7682.243543538269,86400.0,0.9768180605819261,0.8759383115359365,1.1151676410512281
low,pop0821,700.0,3.0,5.0,4.540075427576922e-15,7504.286861489279,7049.925627256323,86400.0,0.016250391281679415,0.016246680335160715,1.0002284126013528
low,pop1514,700.0,10.0,0.5,4.540075427576922e-15,7504.286861489279,7170.5933112186185,86400.0,0.0005180950753635035,0.0005042280511834811,1.0275014929206634
low,pop0744,500.0,120.0,0.5,6.702893065196482e-14,7612.608560598105,7587.227231842332,86400.0,0.0006961492447034912,0.0006945459418682358,1.0023084186928553
low,pop1544,350.0,10.0,5.0,1.7178436628102385e-12,7697.000192297669,7775.548338132577,86400.0,2.3943520013550614,2.2433624147021303,1.0673050353627234
low,pop0067,350.0,50.0,0.5,1.7178436628102385e-12,7697.000192297669,7765.201282214872,86400.0,0.04645118143990443,0.04474791650723926,1.0380635583868942
low,pop1077,800.0,80.0,5.0,2.074925781754894e-15,7451.831696831401,7435.481736537039,86400.0,0.0003097554480484362,0.00030973091363753144,1.000079212018641
low,pop0547,700.0,30.0,1.0,4.540075427576922e-15,7504.286861489279,7171.165647741629,86400.0,0.0003420148401906682,0.0003362056976773875,1.0172785367809412
low,pop0862,600.0,50.0,2.0,1.3926418676027282e-14,7557.865585610068,7532.157244816653,86400.0,0.001413270019564304,0.001365280670297474,1.0351498049528336
low,pop0280,600.0,5.0,1.0,1.3926418676027282e-14,7557.865585610068,7644.398638793581,86400.0,0.007230973341053025,0.007031368238306392,1.028387803906955
low,pop1637,550.0,3.0,2.0,2.871593255478748e-14,7585.0889183470845,7138.947017073348,86400.0,0.043146502369493335,0.04214865592014843,1.0236744547972145
low,pop1652,800.0,200.0,0.5,2.074925781754894e-15,7451.831696831401,7524.3953908992335,86400.0,1.2749529553837004e-05,1.268730966252905e-05,1.0049041044132243
low,pop0726,700.0,80.0,1.0,4.540075427576922e-15,7504.286861489279,7583.7305012744855,86400.0,0.00014599976448356218,0.0001410011356778844,1.0354509825870983
low,pop1483,400.0,80.0,1.0,5.241092094789352e-13,7668.558571385414,7238.674450583351,86400.0,0.015583735455115379,0.014829743569039456,1.0508432180614409
low,pop1972,400.0,80.0,5.0,5.241092094789352e-13,7668.558571385414,7739.146086068003,86400.0,0.08634335985037338,0.0847562326463116,1.018725787526268
low,pop0649,400.0,120.0,5.0,5.241092094789352e-13,7668.558571385414,7356.289449709434,86400.0,0.05341924866003564,0.0510519005487564,1.0463714001992608
low,pop0054,600.0,3.0,2.0,1.3926418676027282e-14,7557.865585610068,7243.876509527266,86400.0,0.02238835658676842,0.021046215416379976,1.0637711409788135
low,pop0284,600.0,80.0,1.0,1.3926418676027282e-14,7557.865585610068,7612.473590976368,86400.0,0.0004358387412340713,0.00043579757094682197,1.000094471126032
low,pop0543,700.0,30.0,0.5,4.540075427576922e-15,7504.286861489279,7486.620527814647,86400.0,0.00018707920612235005,0.0001832176067960282,1.0210765733373042
low,pop0752,800.0,3.0,2.0,2.074925781754894e-15,7451.831696831401,7429.519348647649,86400.0,0.0033109596474009224,0.003298500018850757,1.0037773619763406
low,pop0987,700.0,120.0,0.5,4.540075427576922e-15,7504.286861489279,7193.52687966611,86400.0,4.254400931722151e-05,4.2288211197866954e-05,1.0060489226691969
low,pop1430,550.0,5.0,5.0,2.871593255478748e-14,7585.0889183470845,7556.730789349171,86400.0,0.07227184740335074,0.07083935083604523,1.0202217630511743
low,pop0631,450.0,30.0,5.0,1.771321797228167e-13,7640.42992691429,7627.872522981084,86400.0,0.08237507994627316,0.074205623132652,1.1100921529762942
low,pop0022,800.0,20.0,0.5,2.074925781754894e-15,7451.831696831401,7524.507034994597,86400.0,0.00012873405194912486,0.00012687686164199882,1.0146377383794878
low,pop0212,350.0,50.0,0.5,1.7178436628102385e-12,7697.000192297669,7389.992878558681,86400.0,0.040649574942544967,0.040528023445315545,1.0029991962818872
low,pop1294,350.0,10.0,2.0,1.7178436628102385e-12,7697.000192297669,7759.144951300631,86400.0,0.9376336857664147,0.89356286081318,1.049320340947394
low,pop0735,350.0,120.0,0.5,1.7178436628102385e-12,7697.000192297669,7487.67017711783,86400.0,0.018129617806637084,0.017336026181867345,1.0457770204338868
low,pop0574,800.0,5.0,1.0,2.074925781754894e-15,7451.831696831401,7228.747421683087,86400.0,0.0009463631478628563,0.0009367903541725108,1.0102187150494322
moderate,pop1574,800.0,50.0,0.5,1.1862327361000867e-14,7451.831696831401,6987.442754886297,86400.0,0.0002501721915994757,0.0002502016547303509,0.9998822424619576
moderate,pop1881,450.0,30.0,0.5,1.2396974333823832e-12,7640.42992691429,7734.934396652178,86400.0,0.053535247473106826,0.05340248512394059,1.0024860706174648
moderate,pop1284,500.0,30.0,1.0,5.51767166230078e-13,7612.608560598105,7689.525085667312,86400.0,0.047134784851976336,0.046980472658833934,1.0032846028234539
moderate,pop1019,800.0,200.0,0.5,1.1862327361000867e-14,7451.831696831401,7229.962037756272,86400.0,6.71022019855359e-05,6.696774795138743e-05,1.0020077431041294
moderate,pop1721,350.0,120.0,2.0,7.345386809660418e-12,7697.000192297669,7390.112145935511,86400.0,0.2914153390051024,0.2888346054119096,1.0089349875147835
moderate,pop0713,450.0,20.0,0.5,1.2396974333823832e-12,7640.42992691429,7723.862118913514,86400.0,0.0814879946678156,0.07987456067017955,1.0201995977705378
moderate,pop0910,500.0,20.0,2.0,5.51767166230078e-13,7612.608560598105,7306.901165259041,86400.0,0.13110570987477096,0.1272641456663841,1.0301857541122172
moderate,pop0238,800.0,10.0,1.0,1.1862327361000867e-14,7451.831696831401,6985.393651943447,86400.0,0.0025383928637001322,0.0025005493044489143,1.0151340984094526
moderate,pop0512,800.0,200.0,5.0,1.1862327361000867e-14,7451.831696831401,7216.004229097984,86400.0,0.0006700989015232186,0.0006670942826943123,1.0045040392443045
moderate,pop0584,400.0,10.0,2.0,2.9242463790656122e-12,7668.558571385414,7642.392052280231,86400.0,1.533252803395487,1.4756600824053794,1.039028446779037
moderate,pop1114,350.0,20.0,0.5,7.345386809660418e-12,7697.000192297669,7493.12777621568,86400.0,0.45650500168799696,0.4454148612437453,1.02489845177883
moderate,pop0932,600.0,10.0,1.0,1.2446840050933205e-13,7557.865585610068,7537.619053766785,86400.0,0.030829151827520596,0.030550000725720533,1.00913751539014
moderate,pop1888,800.0,200.0,1.0,1.1862327361000867e-14,7451.831696831401,7136.409078463959,86400.0,0.00013221022366413258,0.00013049177246069138,1.0131690387143668
moderate,pop0644,400.0,30.0,1.0,2.9242463790656122e-12,7668.558571385414,7371.634757068541,86400.0,0.24596099840668,0.22882531613192023,1.0748854303554458
moderate,pop1266,450.0,30.0,1.0,1.2396974333823832e-12,7640.42992691429,7728.624162773339,86400.0,0.10993542502936376,0.10663077628737855,1.0309915097408549
moderate,pop0792,450.0,120.0,2.0,1.2396974333823832e-12,7640.42992691429,7206.74109447159,86400.0,0.04877073776847453,0.04635814384333707,1.0520425048356248
moderate,pop1862,500.0,3.0,0.5,5.51767166230078e-13,7612.608560598105,7681.267576120229,86400.0,0.24528322223124183,0.2343981274685006,1.0464384885677211
moderate,pop0081,450.0,5.0,0.5,1.2396974333823832e-12,7640.42992691429,7636.673579053872,86400.0,0.3186675456829552,0.3123258308959169,1.020304804021002
moderate,pop0185,550.0,30.0,1.0,2.563696777727604e-13,7585.0889183470845,7566.194233306621,86400.0,0.024381470533982305,0.021134117689437015,1.1536545264043996
moderate,pop0537,500.0,3.0,2.0,5.51767166230078e-13,7612.608560598105,7582.0201450712375,86400.0,0.9541112332027657,0.9135203141177674,1.0444335155526334
moderate,pop1983,800.0,20.0,2.0,1.1862327361000867e-14,7451.831696831401,6987.483312526173,86400.0,0.0025162312266534623,0.0025020455926020972,1.0056696145319288
moderate,pop0863,350.0,3.0,5.0,7.345386809660418e-12,7697.000192297669,7397.660692950834,86400.0,103.74585245998544,28.9424960488422,3.5845509760080154
moderate,pop1873,600.0,50.0,2.0,1.2446840050933205e-13,7557.865585610068,7643.566767403485,86400.0,0.012669320522366983,0.012565939773244461,1.0082270606885002
moderate,pop1641,700.0,20.0,5.0,3.4201324949569735e-14,7504.286861489279,7492.976307162483,86400.0,0.021496585479423708,0.020738407553558217,1.036559119783303
moderate,pop0882,400.0,3.0,1.0,2.9242463790656122e-12,7668.558571385414,7739.62958680659,86400.0,2.9586276399573332,2.5224165383329473,1.1729338097000725
moderate,pop1639,550.0,3.0,1.0,2.563696777727604e-13,7585.0889183470845,7638.018640718195,86400.0,0.2180847538796927,0.21537266277087716,1.0125925503911366
moderate,pop1144,600.0,20.0,2.0,1.2446840050933205e-13,7557.865585610068,7634.236091668019,86400.0,0.03135638368313576,0.031338198604500205,1.0005802847465821
moderate,pop0099,600.0,120.0,1.0,1.2446840050933205e-13,7557.865585610068,7239.670884685355,86400.0,0.002463832088655761,0.0023485470043268066,1.0490878335058063
moderate,pop0810,550.0,30.0,0.5,2.563696777727604e-13,7585.0889183470845,7650.643453036475,86400.0,0.010823704540508863,0.010804261312706547,1.0017995888140403
moderate,pop1079,550.0,3.0,0.5,2.563696777727604e-13,7585.0889183470845,7274.147449404813,86400.0,0.09839346488121403,0.09767048722089378,1.0074022120795318
moderate,pop0033,500.0,200.0,1.0,5.51767166230078e-13,7612.608560598105,7295.961075682391,86400.0,0.006649624432981739,0.006344167216380211,1.048147724702599
moderate,pop1672,550.0,5.0,2.0,2.563696777727604e-13,7585.0889183470845,7643.240928837286,86400.0,0.27742975044462553,0.2588007286657191,1.0719821071406976
moderate,pop1977,500.0,200.0,2.0,5.51767166230078e-13,7612.608560598105,7390.044439338349,86400.0,0.013150358607587117,0.013017683261394679,1.0101919322761448
moderate,pop1683,550.0,120.0,2.0,2.563696777727604e-13,7585.0889183470845,7648.272902066864,86400.0,0.011078031621314972,0.010797566951809374,1.025974802541845
moderate,pop0134,350.0,20.0,2.0,7.345386809660418e-12,7697.000192297669,7384.38321935229,86400.0,1.8154696147453664,1.7303217665401145,1.0492092568282894
moderate,pop0947,500.0,20.0,5.0,5.51767166230078e-13,7612.608560598105,7391.783984571132,86400.0,0.33089502819007005,0.3255953114256662,1.0162770057750472
moderate,pop1609,700.0,120.0,5.0,3.4201324949569735e-14,7504.286861489279,7577.647650353339,86400.0,0.0036893014473117426,0.003534957938540355,1.043662049578762
moderate,pop1815,600.0,200.0,2.0,1.2446840050933205e-13,7557.865585610068,7643.126619074072,86400.0,0.003273222915983702,0.0031411231542196115,1.0420549450875987
moderate,pop1617,500.0,50.0,0.5,5.51767166230078e-13,7612.608560598105,7174.1861063169945,86400.0,0.012324576061761225,0.012268313845437947,1.0045859779128654
moderate,pop1251,800.0,5.0,5.0,1.1862327361000867e-14,7451.831696831401,7438.2342509952,86400.0,0.02841553266386021,0.02835263027136515,1.002218573440736
moderate,pop1214,600.0,20.0,2.0,1.2446840050933205e-13,7557.865585610068,7112.2380682071425,86400.0,0.02780201378395992,0.027199155891251835,1.022164580956793
moderate,pop0868,500.0,50.0,2.0,5.51767166230078e-13,7612.608560598105,7655.36556376777,86400.0,0.057339352356132904,0.05587679144790374,1.026174747517362
moderate,pop0050,600.0,30.0,0.5,1.2446840050933205e-13,7557.865585610068,7620.273291019223,86400.0,0.005540091303717172,0.0052039450145764405,1.0645945120863447
moderate,pop1798,550.0,30.0,2.0,2.563696777727604e-13,7585.0889183470845,7362.659699867531,86400.0,0.040563181300346106,0.040024747537971896,1.0134525211399121
moderate,pop1595,450.0,3.0,2.0,1.2396974333823832e-12,7640.42992691429,7204.961159348044,86400.0,2.0419051413505818,1.853409896786637,1.1017018657830357
moderate,pop1627,600.0,80.0,0.5,1.2446840050933205e-13,7557.865585610068,7616.103616318237,86400.0,0.0019905624596952788,0.0019493443368337059,1.0211446085141238
moderate,pop1206,400.0,50.0,1.0,2.9242463790656122e-12,7668.558571385414,7752.437199985439,86400.0,0.1549553321653248,0.15184630102831848,1.0204748559296581
moderate,pop0057,600.0,50.0,0.5,1.2446840050933205e-13,7557.865585610068,7111.291414302868,86400.0,0.002852245266410344,0.0027191915842957205,1.0489313378590368
moderate,pop1297,700.0,120.0,0.5,3.4201324949569735e-14,7504.286861489279,7592.90039266443,86400.0,0.00036492188262472595,0.0003549203010229087,1.0281797957822978
moderate,pop1849,600.0,200.0,0.5,1.2446840050933205e-13,7557.865585610068,7248.089217246916,86400.0,0.000706326316890833,0.0007062035966451429,1.0001737745974009
moderate,pop0491,500.0,200.0,0.5,5.51767166230078e-13,7612.608560598105,7400.630518387303,86400.0,0.0033617677954372286,0.0032637512684596877,1.0300318617796507
moderate,pop1526,800.0,30.0,1.0,1.1862327361000867e-14,7451.831696831401,6989.921853659218,86400.0,0.000857349462240351,0.0008345974201041018,1.0272610980913544
moderate,pop0710,700.0,10.0,1.0,3.4201324949569735e-14,7504.286861489279,7575.037471711,86400.0,0.008482871077608102,0.008478055371393579,1.0005680201418325
